date,temperature_2m,relative_humidity_2m,wind_speed_10m
2024-07-14 12:00:00+00:00,22.777778,69.0,1.3
2024-07-14 13:00:00+00:00,22.777778,69.0,1.3
2024-07-14 14:00:00+00:00,23.888889,69.0,2.7
2024-07-14 15:00:00+00:00,25.0,65.0,2.7
2024-07-14 16:00:00+00:00,25.0,65.0,3.6
2024-07-14 17:00:00+00:00,25.0,65.0,1.3
2024-07-14 18:00:00+00:00,25.0,65.0,2.2
2024-07-14 19:00:00+00:00,23.888889,73.0,2.7
2024-07-14 20:00:00+00:00,22.777778,73.0,0.9
2024-07-14 21:00:00+00:00,22.222222,83.0,0.9
2024-07-14 22:00:00+00:00,20.0,88.0,0.9
2024-07-15 23:00:00+00:00,18.888889,94.0,0.9
2024-07-15 00:00:00+00:00,18.888889,94.0,0.4
2024-07-15 01:00:00+00:00,17.777778,100.0,1.3
2024-07-15 02:00:00+00:00,17.777778,94.0,2.2
2024-07-15 03:00:00+00:00,17.777778,94.0,0.9
2024-07-15 04:00:00+00:00,17.777778,94.0,0.9
2024-07-15 05:00:00+00:00,18.888889,94.0,0.4
2024-07-15 06:00:00+00:00,20.0,94.0,0.9
2024-07-15 07:00:00+00:00,21.111111,94.0,0.0
2024-07-15 08:00:00+00:00,22.222222,88.0,0.4
2024-07-15 09:00:00+00:00,22.777778,83.0,0.9
2024-07-15 10:00:00+00:00,26.111111,65.0,0.9
2024-07-15 11:00:00+00:00,27.222222,61.0,2.7
2024-07-15 12:00:00+00:00,28.888889,55.0,0.9
2024-07-15 13:00:00+00:00,28.888889,42.0,1.3
2024-07-15 14:00:00+00:00,30.0,48.0,1.3
2024-07-15 15:00:00+00:00,30.0,48.0,2.2
2024-07-15 16:00:00+00:00,30.0,48.0,2.2
2024-07-15 17:00:00+00:00,30.0,48.0,3.1
2024-07-15 18:00:00+00:00,28.888889,51.0,2.7
2024-07-15 19:00:00+00:00,27.777778,54.0,2.2
2024-07-15 20:00:00+00:00,26.111111,57.0,1.3
2024-07-15 21:00:00+00:00,23.888889,69.0,2.7
2024-07-15 22:00:00+00:00,22.222222,73.0,2.7
2024-07-16 23:00:00+00:00,22.222222,73.0,3.1
2024-07-16 00:00:00+00:00,22.222222,73.0,2.7
2024-07-16 01:00:00+00:00,20.0,88.0,2.7
2024-07-16 02:00:00+00:00,20.0,88.0,2.2
2024-07-16 03:00:00+00:00,20.0,88.0,2.7
2024-07-16 04:00:00+00:00,18.888889,94.0,1.3
2024-07-16 05:00:00+00:00,21.111111,88.0,1.3
2024-07-16 06:00:00+00:00,22.222222,83.0,2.7
2024-07-16 07:00:00+00:00,23.888889,78.0,3.1
2024-07-16 08:00:00+00:00,22.777778,83.0,4.5
2024-07-16 09:00:00+00:00,23.888889,78.0,3.6
2024-07-16 10:00:00+00:00,25.0,78.0,2.7
2024-07-16 11:00:00+00:00,27.222222,70.0,3.1
2024-07-16 12:00:00+00:00,30.0,58.0,2.7
2024-07-16 13:00:00+00:00,31.111111,62.0,1.3
2024-07-16 14:00:00+00:00,27.777778,74.0,2.7
2024-07-16 15:00:00+00:00,23.888889,73.0,1.3
2024-07-16 16:00:00+00:00,22.222222,73.0,3.1
2024-07-16 17:00:00+00:00,22.222222,83.0,1.3
2024-07-16 18:00:00+00:00,22.777778,83.0,2.2
2024-07-16 19:00:00+00:00,22.777778,83.0,0.9
2024-07-16 20:00:00+00:00,22.222222,88.0,0.4
2024-07-16 21:00:00+00:00,22.222222,88.0,0.9
2024-07-16 22:00:00+00:00,21.111111,94.0,2.2
2024-07-17 23:00:00+00:00,21.111111,94.0,1.3
2024-07-17 00:00:00+00:00,20.0,94.0,2.2
2024-07-17 01:00:00+00:00,20.0,94.0,0.9
2024-07-17 02:00:00+00:00,20.0,94.0,0.9
2024-07-17 03:00:00+00:00,18.888889,94.0,0.4
2024-07-17 04:00:00+00:00,17.777778,100.0,0.4
2024-07-17 05:00:00+00:00,18.888889,100.0,0.4
2024-07-17 06:00:00+00:00,20.0,94.0,0.4
2024-07-17 07:00:00+00:00,21.111111,100.0,0.4
2024-07-17 08:00:00+00:00,23.888889,89.0,1.3
2024-07-17 09:00:00+00:00,27.222222,61.0,0.9
2024-07-17 10:00:00+00:00,27.777778,54.0,1.3
2024-07-17 11:00:00+00:00,27.222222,61.0,2.7
2024-07-17 12:00:00+00:00,28.888889,51.0,1.3
2024-07-17 13:00:00+00:00,27.777778,51.0,1.3
2024-07-17 14:00:00+00:00,27.222222,61.0,3.6
2024-07-17 15:00:00+00:00,27.777778,54.0,3.1
2024-07-17 16:00:00+00:00,27.222222,54.0,5.4
2024-07-17 17:00:00+00:00,26.111111,54.0,4.5
2024-07-17 18:00:00+00:00,26.111111,54.0,5.4
2024-07-17 19:00:00+00:00,23.888889,57.0,2.2
2024-07-17 20:00:00+00:00,22.777778,57.0,2.2
2024-07-17 21:00:00+00:00,21.111111,64.0,1.3
2024-07-17 22:00:00+00:00,21.111111,60.0,1.3
2024-07-18 23:00:00+00:00,21.111111,60.0,2.2
